id,markets,founded in,employees,headquarters,country,total raised (USD),latest_round_amount (USD),latest_round_date,latest_round_type,acquired_by,acquired_at,acquired_amount (USD)
53593,"Hardware, Big Data > Machine Learning, Software, Health Care > Medical > Diagnostics",2014.0,2.0,Toronto,Canada,10000000.0,7000000.0,2018-10-31,Seed fund,,,
53655,"Big Data, Big Data > Machine Learning, Internet of Things, Energy, Energy > Energy Efficiency, Sustainability > Green",2014.0,2.0,Rio de Janeiro,Brazil,,,,,,,
53656,"Big Data > Machine Learning, Technology > Data Mining",2013.0,2.0,"Cambridge, UK",,,,,,,,
53681,"Transportation > Vehicles > Automotive, Technology > Artificial Intelligence, Sustainability > Clean Technology",,,,Colombia,,,,,,,
53688,"Software > Enterprise Software, Big Data, Big Data > Machine Learning, Health Care, Sustainability, Software, Sustainability > Clean Technology, Sustainability > Green",2014.0,2.0,Boston,United States,,,,,,,
54247,"Industry > Manufacturing, Big Data > Machine Learning, Hardware > Printing > 3d Printing, Lasers",2008.0,11.0,Las Vegas,United States,10000000.0,10000000.0,2014-11-12,Venture capital,,,
54265,"Technology > Artificial Intelligence, Technology > Biotechnology, Hardware + Software",2011.0,,London,United Kingdom,39950345.0,25600000.0,2018-12-13,Series B,,,
54474,"Big Data, Marketing > Business Intelligence, Technology > Artificial Intelligence",2009.0,11.0,Toronto,Canada,,,,,Exiger,2017-04-27,30000000.0
54538,"E-Commerce, Technology, Marketing > Business Intelligence, Technology > Artificial Intelligence, Finance > Investment > Investment Management, Internet > Consumer Internet > Price Comparison, Software",2012.0,11.0,Madrid - São Paulo - Murcia,,0.0,0.0,2013-02-20,Undisclosed funding,,,
54583,"Analytics, Big Data > Machine Learning, Analytics > Predictive Analytics",2012.0,2.0,Boston,United States,,,,,,,
54657,"Internet > Search, Internet, Internet > Ediscovery, Big Data, Big Data > Machine Learning > Natural Language Processing, Big Data > Machine Learning, Internet > Ediscovery > Content Discovery",2011.0,2.0,London,United Kingdom,,,,,,,
54815,"Internet > Search, Big Data > Machine Learning, Recruiting > Freelancers",2008.0,,Pleasanton,,,,,,,,
54827,"Mobile, Technology, Big Data, Big Data > Machine Learning, Health > Personal Health, Health > Fitness, Health > Health and Wellness, Technology > Artificial Intelligence, Internet of Things, Health > Mobile Health, Health Care, Health",2013.0,,New York,United States,1750000.0,1750000.0,2016-09-01,Seed fund,,,
54955,"Collaboration, Big Data > Machine Learning, Internet > Ediscovery > Content Discovery, Technology > Artificial Intelligence, Big Data > Visualization, Internet > Semantic Web, Big Data > Data Visualization, Education > EdTech, Social > Social Learning",2011.0,2.0,Auckland,New Zealand,,,,,,,
55033,"Crowdsourcing, Collaboration, Technology > Artificial Intelligence, Internet > Consumer Internet",2010.0,2.0,Everywhere,,,,,,,,
55283,"Software > Enterprise Software, Big Data > Machine Learning > Natural Language Processing, Software > Productivity Software, Internet > Cloud Computing > Cloud Data Services, Internet > Cloud Computing > Cloud Storage",2013.0,2.0,Pittsburgh,United States,,,,,,,
55301,"E-Commerce, Social > Social Commerce, Big Data > Machine Learning, Technology > Data Mining",2012.0,11.0,New York,United States,,,,,,,
55495,"Internet > Cloud Computing, Consumer Goods > Fashion, Technology > Artificial Intelligence, Consumer Electronics > Wearables > Augmented Reality, Data Science > Computer Vision",2011.0,2.0,London,United Kingdom,,,,,,,
55521,"Internet > SaaS, Analytics, Big Data > Machine Learning, Marketing > CRM",2013.0,2.0,Sydney,Australia,5100000.0,5100000.0,2017-10-22,Venture Capital,Cre8tek,2016-06-06,0.0
55621,"Internet > Cloud Computing, Big Data > Big Data Analytics, Internet > SaaS, Big Data > Machine Learning",2014.0,2.0,Yes!Delft Incubator,,,,,,,,
55640,"Software > Enterprise Software, Analytics, Big Data > Machine Learning, Technology > Biotechnology",2014.0,2.0,Oakland,United States,,,,,,,
55682,"Mobile, Internet > Web Development > Developer APIs, Big Data > Machine Learning > Natural Language Processing, Mobile > Mobile Advertising, GIS",,,San Sebastian,,,,,,,,
55686,"Technology > Information Technology, E-Commerce, Finance > FinTech > Payments > Mobile Payments, Analytics, Big Data > Machine Learning, Health > Personal Health, Mobile > Mobile Commerce, Analytics > Predictive Analytics, Health Care > Health Care Information Technology, Businesses > Business Productivity",2015.0,2.0,United States of America,Colombia,,,,,,,
55735,"Technology, Big Data, Big Data > Machine Learning, Health > Health and Wellness, Data Science > Computer Vision, Data Science, Health",2014.0,9.0,Milan,Italy,900000.0,900000.0,2016-01-13,Seed fund,,,
55798,"Technology > Artificial Intelligence, Nanotechnology",2002.0,1001.0,Minden,United States,,,,,,,
55924,"Media > Digital Media, Education, Big Data > Machine Learning, Education > E-learning",2014.0,12.0,London,United Kingdom,3042183.0,1500000.0,2017-07-03,Seed fund,,,
55977,"Advertising, Media > Digital Media, Technology > Artificial Intelligence, Media, Internet of Things",2015.0,11.0,Berlin,Germany,0.0,0.0,2017-02-23,Series A,,,
56010,"Mobile, Consumer Electronics, Big Data > Machine Learning, Internet > Semantic Web, Gaming, Communications",2007.0,11.0,London,United Kingdom,879531.0,879531.0,2011-02-11,Seed fund,,,
56330,"Transportation, Big Data > Machine Learning, Transportation > Public Transportation",2014.0,2.0,Bay Area,,,,,,,,
56384,"Big Data > Machine Learning, Technology > Artificial Intelligence, Homeland Security, Public Safety",2014.0,,Tel Aviv,Israel,2400000.0,1200000.0,2016-02-25,Seed fund,,,
56395,"Technology, Big Data > Machine Learning > Natural Language Processing > Speech Recognition, Software",2008.0,,,United States,105000000.0,75000000.0,2018-06-26,Series D,,,
56438,"Image Recognition, Technology > Artificial Intelligence, API, Data Science > Computer Vision > Face Recognition",2002.0,50.0,Herzliya,Israel,,,,,Getty Images,2011-04-27,20000000.0
56487,Big Data > Machine Learning > Natural Language Processing > Speech Recognition,2007.0,11.0,Moscow,Russia,,,,,,,
57497,"Internet > SaaS, Big Data, Big Data > Machine Learning, Businesses > Venture Capital, Analytics > Predictive Analytics",2014.0,2.0,Rotterdam,The Netherlands,,,,,,,
57505,"Mobile, Advertising, E-Commerce > Online Shopping > Marketplaces > Auctions, Big Data, Technology > Artificial Intelligence, Media",2013.0,2.0,Tel Aviv,Israel,,,,,,,
57651,"Media > Video > Video Streaming, Big Data > Machine Learning, Telecommunications, Data Science > Computer Vision",2014.0,,London,United Kingdom,,0.0,2014-12-01,Venture capital,Twitter,2016-06-20,150000000.0
57671,Technology > Artificial Intelligence,2011.0,,,France,,,,,,,
57681,"Big Data, Big Data > Machine Learning, Technology > Data Mining, Marketing > Business Intelligence",2009.0,51.0,Barcelona,Spain,,,,,,,
58046,"Technology, Consumer Goods > Fashion, Internet, Technology > Artificial Intelligence",2011.0,2.0,Madrid,Spain,609229.0,125557.0,2012-09-01,Grant,,,
58375,"Technology, Big Data > Big Data Analytics, Marketing > Brand Marketing, Software > Enterprise Software, Big Data, Technology > Artificial Intelligence, Software > Enterprise Software > Market Research, Software, Marketing",2010.0,2.0,Dublin,Ireland,0.0,0.0,2011-02-01,Seed fund,,,
58417,"Big Data > Machine Learning, Technology > Artificial Intelligence, Software",2004.0,51.0,Slough,,3954556.0,3954556.0,2013-01-24,Venture capital,,,
58568,"Big Data, Big Data > Machine Learning, Businesses > Consulting, New Product Development, Software",2009.0,2.0,Buenos Aires,Argentina,60000.0,60000.0,2009-06-01,Seed fund,,,
58642,"Internet > Consumer Internet > Messaging, Mobile, Internet, Internet > Web Development, Software > Apps, Big Data, Big Data > Machine Learning > Natural Language Processing, Consumers, Big Data > Machine Learning, Media > Audio, Media, Businesses > Startups > Small and Medium Businesses, Mobile > Mobile Enterprise, Big Data > Machine Learning > Natural Language Processing > Speech Recognition, Software, Businesses > Startups, Internet > Consumer Internet, Businesses",2012.0,2.0,Dublin,Ireland,1456000.0,1456000.0,2009-12-16,Series A,,,
58758,"Technology > Artificial Intelligence, Health Care > Medical, Health > Mobile Health, Health Care > Medical > Medical Devices",2015.0,2.0,Padua,Italy,1630435.0,0.0,2016-01-22,Seed fund,,,
58837,"Internet > Consumer Internet > Messaging, Consumer Electronics > Wireless, Technology > Artificial Intelligence, Sales and Marketing > Sales Enablement",2012.0,55.0,Toronto,Canada,14400000.0,12000000.0,2018-06-11,Series A,,,
58945,"Internet > Search, Media > Digital Media, Internet, Big Data > Machine Learning > Natural Language Processing",2014.0,25.0,Yangon,Myanmar,,0.0,2017-09-06,Seed fund,,,
58954,"Internet > Search, Internet, Big Data > Machine Learning > Natural Language Processing",2014.0,2.0,Yangon,Myanmar,0.0,0.0,2016-01-26,Seed fund,,,
59042,"Big Data > Machine Learning, Technology > Artificial Intelligence, Legal",2000.0,11.0,Palo Alto,United States,8700000.0,8700000.0,2017-10-11,Series A,,,
59064,"Internet > Search, Services, Analytics, Big Data > Machine Learning > Natural Language Processing",,2.0,San Francisco,United States,10120000.0,10000000.0,2016-01-27,Series A,,,
59166,"Technology, Analytics, Sports, Technology > Artificial Intelligence, Data Science > Computer Vision, Data Science",2013.0,49.0,Enschede,The Netherlands,3855422.0,1894737.0,2017-03-30,Series B,,,
59203,"Technology, Internet > Web Development > Developer APIs, Big Data > Machine Learning > Natural Language Processing, Software > Productivity Software, Software",2013.0,2.0,London,United Kingdom,1700000.0,1600000.0,2016-01-29,Seed fund,,,
59287,"Transportation > Vehicles > Automotive, Big Data > Machine Learning",2014.0,2.0,Palo Alto,United States,3500000.0,3000000.0,2016-01-30,Seed fund,,,
59334,"Mobile, Big Data > Machine Learning, Analytics > Predictive Analytics, API",2014.0,2.0,San Francisco,United States,50000.0,50000.0,2016-01-31,Seed fund,,,
59396,"Big Data > Machine Learning, Technology > Artificial Intelligence, Analytics > Predictive Analytics, Businesses > Business Analytics",2012.0,6.0,Washington,United States,690000.0,690000.0,2014-05-07,Venture capital,,,
59844,"Technology > Artificial Intelligence, Internet of Things, Software",1993.0,1500.0,"jubilee Hills, Hyderabad 500033",India,,,,,,,
59861,"Software > Enterprise Software, Analytics, Big Data, Technology > Artificial Intelligence",2015.0,2.0,Palo Alto,United States,160000.0,160000.0,2016-01-10,Seed fund,,,
59960,"Media > Video, Software > Apps, Big Data > Machine Learning, Technology > Artificial Intelligence, 3D, Virtual Reality, Gaming, Consumer Electronics > Wearables",2013.0,51.0,New York and Silicon Valley,,,,,,,,
60079,"Big Data, Big Data > Machine Learning, Health Care, Health Care > Medical > Medical Devices",2013.0,2.0,San Francisco & Europe,United States,5050000.0,4600000.0,2018-04-16,Seed fund,,,
60150,"Internet > Real Time, Big Data > Machine Learning, Marketing > Marketing Automation, Software",2015.0,17.0,Tel Aviv,Israel,3847280.0,0.0,2017-07-12,Undisclosed funding,,,
60168,"Security, Technology > Artificial Intelligence, Security > Identity, Security > Cyber Security",2015.0,2.0,San Francisco,United States,39000000.0,25000000.0,2018-06-28,Series B,,,
60284,"Analytics, Big Data > Machine Learning, Marketing > Business Intelligence",,2.0,Seattle,United States,37000000.0,28000000.0,2017-10-26,Series B,,,
60412,"Technology > Information Technology, Consumer Goods > Fashion, Big Data, Image Recognition, Big Data > Machine Learning, Technology > Artificial Intelligence, Information Services, Analytics > Text Analytics, Data Science",2013.0,11.0,Paris,France,1325301.0,1157895.0,2017-01-17,Venture Capital,,,
60427,"Big Data > Machine Learning, Internet of Things, Application Platforms, Security > Mobile Security",,2.0,Silicon Valley,,,,,,,,
60438,"Internet > Cloud Computing, Technology, Big Data > Big Data Analytics, Internet, Big Data, Big Data > Machine Learning, Technology > Artificial Intelligence",2012.0,2.0,Mountain View,United States,2400000.0,2400000.0,2016-02-08,Seed fund,,,
60446,"Big Data > Machine Learning > Natural Language Processing, Technology > Artificial Intelligence, Software > Productivity Software > Meeting Software, Organizational Tools > Scheduling",2015.0,6.0,London,United Kingdom,,,,,,,
60645,"Photography, Technology > Artificial Intelligence",2014.0,,,United States,0.0,0.0,2016-02-09,Angel,,,
60687,"Entertainment, Technology, Transportation, Events, Transportation > Vehicles > Automotive, Robotics, Technology > Artificial Intelligence, Transportation > Vehicles, Technology > Deep Tech",2015.0,11.0,London,United Kingdom,,,,,,,
61107,Big Data > Machine Learning,2014.0,11.0,New York,United States,5000000.0,5000000.0,2016-02-06,Venture Capital,,,
61167,"Big Data > Machine Learning, Mobile > Mobile Advertising, Emerging Markets",1998.0,2.0,Palo Alto,United States,9268000.0,3000000.0,2017-05-23,Series A,,,
61238,"Analytics, Big Data > Machine Learning, Sales and Marketing > Social CRM, Businesses > Strategy",2015.0,20.0,Delft,The Netherlands,,,,,,,
61383,"Technology > Information Technology, Internet > Search, Mobile, Services, Health > Health and Wellness, Technology > Artificial Intelligence, Businesses > Startups > Small and Medium Businesses, Services > Service Providers, Information Services, Software, Internet > Consumer Internet",2011.0,2.0,Haifa,Israel,1300000.0,1000000.0,2013-08-19,Seed fund,,,
61542,"Advertising, Internet, Analytics, Big Data, Technology > Artificial Intelligence, Big Data > Machine Learning > Natural Language Processing > Speech Recognition, Sales and Marketing > Lead Generation, Marketing",2011.0,,France,France,3421687.0,822222.0,2015-09-30,Angel,,,
61635,"Mobile, Big Data > Machine Learning, Internet > Search > Visual Search, Data Science > Computer Vision",2013.0,,Bangalore,India,0.0,0.0,2014-05-20,Angel,,,
61862,"E-Commerce, Personalization, Big Data > Machine Learning",2013.0,,San Francisco,United States,865000.0,50000.0,2015-05-29,Convertible Note,,,
62066,"Education, Education > Language Learning, Big Data > Machine Learning > Natural Language Processing > Speech Recognition",,,Barcelona,Spain,25000.0,25000.0,2014-03-01,Seed fund,,,
62393,"Big Data > Big Data Analytics, Big Data > Machine Learning, Professional Networking, Software > Apps > App Development",2014.0,2.0,Malta,Malta,,,,,,,
62416,"Hospitality, Big Data > Machine Learning",2015.0,11.0,New York,United States,5000000.0,5000000.0,2016-02-16,Venture Capital,,,
62459,"Big Data > Big Data Analytics, Big Data > Machine Learning, Big Data > Data Visualization",,,Milpitas,United States,,,,,ESI Group,2016-02-09,0.0
62519,"Services > Customer Service, Big Data > Machine Learning, Technology > Artificial Intelligence, Internet of Things",2015.0,15.0,Amsterdam,The Netherlands,,,,,,,
62523,"Mobile, Internet > Web Development, Internet > Web Development > Developer APIs, Technology > Artificial Intelligence, Software > Developer Tools",,,Apeldoorn,The Netherlands,,,,,,,
62533,"Technology > Artificial Intelligence, Online Travel, Internet > Consumer Internet",2016.0,2.0,Amsterdam,The Netherlands,,,,,,,
62534,"Technology, Internet, Personalization, Internet > SaaS, Marketing > Internet Marketing, Technology > Artificial Intelligence, Marketing, Marketing > Internet Marketing > Conversion Optimization",2016.0,7.0,Amsterdam,The Netherlands,723885.0,421687.0,2018-05-01,Seed fund,,,
62578,"E-Commerce, Personalization, Big Data, Big Data > Machine Learning",2014.0,11.0,Breda,The Netherlands,,,,,,,
62650,"Social > Communities, Software > Enterprise Software, Recruiting, Big Data > Machine Learning",2014.0,11.0,Amsterdam,The Netherlands,,,,,,,
62667,"Software > Enterprise Software, Technology > Artificial Intelligence, Finance > Financial Services > Banking, Telecommunications",2013.0,11.0,Argentina,Argentina,,,,,,,
62733,"Internet > Search, Big Data > Machine Learning > Natural Language Processing, Health Care > Health Care Information Technology, Health Care > Medical > Clinical Trials",2013.0,10.0,Amsterdam,The Netherlands,,,,,,,
62771,"Big Data > Big Data Analytics, Big Data, Education, Technology > Artificial Intelligence",2015.0,20.0,Amsterdam,The Netherlands,,,,,,,
62829,"Internet > Social Media, Recruiting, Big Data > Machine Learning > Natural Language Processing, Big Data > Machine Learning, Technology > Data Mining, Businesses > Human Resources, Localization",2012.0,2.0,Amsterdam,The Netherlands,,,,,,,
62985,"Design, Technology > Artificial Intelligence, Software",1999.0,51.0,Madrid,Spain,357000.0,357000.0,2006-02-16,Venture capital,,,
63071,"Software > Enterprise Software, Internet > SaaS, Analytics, Big Data, E-Commerce > Online Rental, Marketing > Business Intelligence, Technology > Artificial Intelligence, Industry > Logistics > Fleet Management",2013.0,2.0,Wellington,,25936.0,25936.0,2014-05-03,Seed fund,,,
63158,"Internet > Web Development, Technology > Artificial Intelligence, Businesses > Startups, Energy > Energy Efficiency",2011.0,2.0,Madrid,Spain,1066096.0,886053.0,2014-06-01,Seed fund,,,
63264,"Analytics, Big Data, Big Data > Machine Learning, Big Data > Data Visualization",2011.0,11.0,Jacksonville,,175319.0,175319.0,2014-05-01,Venture capital,,,
63409,"Internet > Social Media, E-Commerce, Social > Communities > Reviews and Recommendations, Personalization, Big Data > Machine Learning, Software > Enterprise Software > Market Research, Internet > Curated Web",2012.0,2.0,Alpharetta,,300000.0,300000.0,2012-07-15,Seed fund,,,
63503,"E-Commerce, Consumer Goods > Fashion, Internet > SaaS, Big Data > Machine Learning, Data Science > Computer Vision, Internet > Curated Web",2010.0,2.0,Mountain View,United States,0.0,0.0,2013-01-01,Seed fund,,,
64131,"Analytics, Big Data > Machine Learning, New Product Development, Software",2013.0,2.0,Halifax,,377358.0,377358.0,2013-12-12,Seed fund,,,
64246,"Internet > Search, E-Commerce, Technology, Internet, Big Data, Big Data > Machine Learning > Natural Language Processing, Big Data > Machine Learning, Technology > Deep Tech",2014.0,3.0,Amsterdam,The Netherlands,,,,,,,
64270,"Big Data, Big Data > Machine Learning, Technology > Data Mining, Enterprise > Enterprise Search",2012.0,2.0,Groningen,The Netherlands,,,,,,,
64310,"Big Data > Machine Learning, Analytics > Predictive Analytics",2014.0,2.0,Amsterdam,The Netherlands,,,,,,,
64383,"Internet > Search, Internet > Consumer Internet > Messaging, Internet, Analytics, Big Data, Technology > Artificial Intelligence",2015.0,4.0,Helsinki,Finland,404348.0,100000.0,2016-11-10,Seed fund,,,
64741,"Media > Publishing, Education, Big Data > Machine Learning, Software, Education > K-12 Education",2011.0,2.0,Baltimore,,530000.0,530000.0,2014-07-03,Debt financing,"Certica Solutions, Inc.",2017-07-06,0.0
65075,"Education, Big Data > Machine Learning, Software, Politics > Governments, Humanitarian",2012.0,2.0,New York,United States,100000.0,100000.0,2013-11-01,Undisclosed funding,,,
65251,"Technology, Analytics, Big Data, Health > Health and Wellness, Technology > Artificial Intelligence, Businesses > Human Resources",2014.0,14.0,Gothenburg,Sweden,355000.0,355000.0,2016-02-18,Seed fund,,,
65299,"Software > Enterprise Software, Big Data > Machine Learning > Natural Language Processing, Software > Enterprise Software > Market Research, Businesses > Business Analytics",2009.0,11.0,Berlin,Germany,,,,,,,
65665,"Internet > Search, Internet > Social Media, Internet > Consumer Internet > Messaging, Mobile, Big Data > Machine Learning, Internet > Ediscovery > Content Discovery, Internet > Curated Web, Communication > Chat, Internet > Social Media > Social Media Platforms",2011.0,2.0,Boulder,United States,0.0,0.0,2011-11-01,Seed fund,,,
65769,"Big Data > Machine Learning, Finance > FinTech",2014.0,11.0,London,United Kingdom,,,,,,,
65841,"Mobile, Transportation, Big Data > Machine Learning, Finance > Insurance, Public Safety",2010.0,11.0,Cambridge,United States,502500000.0,500000000.0,2018-12-19,Venture Capital,,,
65844,"Technology, Big Data, Image Recognition, Big Data > Machine Learning, Health Care > Medical, Health Care, Software, Health Care > Medical > Diagnostics, Health Care > Medical > Diagnostics > Health Diagnostics, Technology > Deep Tech",2014.0,2.0,Paris,France,7862855.0,6500000.0,2017-10-05,Series A,,,
65883,"Real Estate, Big Data > Machine Learning, Technology > Artificial Intelligence, Software",2014.0,2.0,New York,United States,220000.0,200000.0,2016-10-15,Seed fund,,,
65974,"Big Data > Big Data Analytics, Big Data > Machine Learning, Internet of Things, Software",2010.0,,Seoul,South Korea,810000.0,50000.0,2016-04-27,Angel,,,
66032,"Crowdsourcing, Recruiting, Big Data > Machine Learning, Social > Social Recruiting",2010.0,2.0,Delray Beach,,20000.0,20000.0,2014-10-14,Seed fund,,,
66036,"Mobile, Recruiting, Big Data > Machine Learning",2014.0,,,,100000.0,100000.0,2014-02-12,Seed fund,,,
66047,"Image Recognition, Big Data > Machine Learning",2013.0,,Dubai,,30000.0,30000.0,2013-09-01,Seed fund,,,
66228,"Education, Big Data > Machine Learning, Virtual Reality, Enterprise",2014.0,15.0,Hong Kong,Hong Kong,,,,,,,
66318,"Internet > Social Media, Big Data > Big Data Analytics, Internet > SaaS, Analytics, Big Data, Technology > Artificial Intelligence, Marketing > Content Marketing",2015.0,11.0,London,United Kingdom,2900000.0,1350000.0,2017-03-15,Seed fund,,,
66452,"Big Data > Machine Learning, Marketing > Business Intelligence, Health Care",2015.0,2.0,Bangalore,India,24800000.0,19000000.0,2018-06-27,Series B,,,
66799,"Navigation > Maps, Technology > Artificial Intelligence",2014.0,2.0,Gent,Belgium,,,,,,,
66998,"Mobile, Technology, Travel > Travel & Tourism > Hotels, Travel, Software > Enterprise Software, Hospitality, Technology > Artificial Intelligence",2010.0,11.0,Santa Monica,United States,0.0,0.0,2015-10-01,Private equity,,,
67126,"E-Commerce, Big Data > Big Data Analytics, Software > Enterprise Software, Internet > Ediscovery, Analytics, Big Data, Big Data > Machine Learning, Internet > Ediscovery > Content Discovery, Businesses > Business Analytics",2014.0,501.0,Milwaukee,,50000.0,50000.0,2014-11-25,Seed fund,,,
67148,"Technology, Big Data > Machine Learning, Internet of Things, Smart Home",2014.0,11.0,San Francisco,United States,135000.0,35000.0,2014-05-01,Angel,,,
67185,"E-Commerce, Analytics, Big Data, Technology > Artificial Intelligence",2013.0,11.0,Finland,Finland,,,,,,,
67203,"Internet > Consumer Internet > Messaging, Software > Enterprise Software, Collaboration, Big Data > Machine Learning, Technology > Artificial Intelligence, Media > Publishing > Content Delivery, Community Management",2014.0,5.0,Stockholm,Sweden,250000.0,250000.0,2015-02-01,Seed fund,,,
67572,"Big Data > Machine Learning, Technology > Artificial Intelligence, Data Science > Computer Vision, Health Care > Medical > Diagnostics > Health Diagnostics",2005.0,2.0,New York,United States,20000.0,20000.0,2016-02-12,Seed fund,,,
67635,"Internet > Social Media, Software > Enterprise Software, Technology > Artificial Intelligence",2009.0,11.0,San Francisco,United States,477105.0,477105.0,2014-06-01,Crowdfunding,,,
67753,"Big Data > Machine Learning, Technology > Artificial Intelligence, Health Care > Medical, Services > Healthcare Services",2014.0,4.0,Bogotá,Colombia,18947.0,18947.0,2014-05-21,Convertible Note,,,
67769,"Big Data > Big Data Analytics, Education, Big Data > Machine Learning, Services > Service Providers, Education > Skill Assessment, Education > Educational Games",2014.0,11.0,Worcester,,2000000.0,2000000.0,2014-09-24,Seed fund,,,
67840,"Security, Big Data > Machine Learning, Technology > Artificial Intelligence, M2M, Software",2014.0,2.0,Cambridge,United States,0.0,0.0,2015-02-15,Seed fund,,,
67858,"E-Commerce, E-Commerce > Online Shopping, Big Data > Machine Learning, Analytics > Predictive Analytics, Retail > Retail Technology",2012.0,2.0,Sydney,Australia,0.0,0.0,2014-10-16,Seed fund,,,
67880,"Internet > Social Media, Big Data > Big Data Analytics, Businesses > Public Relations, Big Data, Marketing > Social Media Marketing, Big Data > Machine Learning, Marketing > Business Intelligence, Finance > Financial Services > Banking",2014.0,11.0,Lima,,26215.0,26215.0,2014-09-01,Convertible Note,,,
68025,"Real Estate, Technology > Artificial Intelligence, Real Estate > Property Management",2014.0,2.0,Toronto,Canada,1250000.0,1250000.0,2016-09-28,Seed fund,,,
68074,"Internet > SaaS, Big Data, Big Data > Machine Learning, Sales and Marketing, Analytics > Predictive Analytics, Sales and Marketing > Lead Generation",2014.0,2.0,Gdansk,,9786.0,9786.0,2014-07-19,Seed fund,,,
68109,"Technology > Information Technology, Internet, Software > Enterprise Software, Recruiting, Analytics, Big Data, Education, Technology > Artificial Intelligence, Information Services, Software",2013.0,2.0,Manila,Philippines,0.0,0.0,2014-08-25,Seed fund,,,
68141,"Analytics, Big Data, Big Data > Machine Learning, Media, Media > Film, Analytics > Predictive Analytics, Algorithms",2014.0,2.0,Antwerp,Belgium,1200000.0,1200000.0,2016-04-27,Seed fund,,,
68157,"Software > Apps, Big Data, Big Data > Machine Learning, Health Care > Medical, Data Science > Computer Vision, Health Care > Health Care Information Technology",2013.0,2.0,Houston,United States,0.0,0.0,2015-03-09,Seed fund,,,
68300,"Internet > Cloud Computing, Software > Enterprise Software, Transportation, Internet > SaaS, Marketing > Marketing Automation, Technology > Artificial Intelligence, Development > Development Platforms, Services > Customer Service > Customer Support Tools",2014.0,,Cincinnati,United States,20000.0,20000.0,2014-07-18,Seed fund,,,
68486,"Media > Video > Video Streaming, Internet > Social Media, On Demand Services > Video on Demand, Technology > Artificial Intelligence, Data Science > Computer Vision",2013.0,51.0,Princeton,,20000.0,0.0,2014-05-01,Convertible Note,,,
68512,"Big Data, Big Data > Machine Learning, Health > Mobile Health, Data Science, Health",2014.0,11.0,Hasselt,Belgium,65952.0,65952.0,2014-08-26,Seed fund,,,
68563,"Big Data > Machine Learning, Technology > Artificial Intelligence",2013.0,,Edinburgh,United Kingdom,813241.0,813241.0,2014-09-14,Seed fund,,,
68591,"Analytics, Big Data > Machine Learning, Technology > Data Mining, Marketing > Marketing Automation, Analytics > Predictive Analytics, E-Commerce > E-Commerce Platforms",2013.0,2.0,Toronto,Canada,1100000.0,1100000.0,2014-08-19,Seed fund,,,
68749,"Services > Location Based Services, Crowdsourcing, Social > Social Commerce, Marketing > Social Media Marketing, Mobile > Mobile Commerce, Technology > Artificial Intelligence, Businesses > Human Resources, Recruiting > Freelancers, Mobile > Mobile Advertising, Online Marketing",2013.0,11.0,Auckland,,0.0,0.0,2015-01-01,Angel,,,
68979,"Technology, Analytics, Big Data, Big Data > Machine Learning, Technology > Artificial Intelligence, Internet of Things, Sustainability > Green",2013.0,11.0,Stockholm,Sweden,4819277.0,3333333.0,2016-07-12,Venture Capital,,,
69129,"Recruiting, Software > Productivity Software, Technology > Artificial Intelligence, Organizational Tools > Scheduling",2015.0,70.0,San Francisco Bay Area,United States,,0.0,2018-10-10,Series A,,,
69206,"Technology, Technology > Artificial Intelligence, Software",2010.0,201.0,London,United Kingdom,,,,,,,
69265,"Robotics, Technology > Artificial Intelligence",2014.0,2.0,,China,20000000.0,0.0,2018-05-15,Series C,,,
69486,"Technology > Artificial Intelligence, Knowledge Management",2014.0,11.0,Budapest,Hungary,1547090.0,960000.0,2016-07-13,Seed fund,,,
69494,"Big Data, Technology > Artificial Intelligence, Health Care > Medical, Software, Health Care > Health Care Information Technology, Health Care > Medical > Diagnostics",2014.0,2.0,Severna Park,,1080000.0,500000.0,2015-01-19,Equity crowdfunding,,,
69661,"Internet > SaaS, Big Data > Machine Learning > Natural Language Processing, Collaboration, Big Data > Machine Learning, Technology > Artificial Intelligence, Information Services, Businesses > Business Productivity",2013.0,,Kitchener,Canada,300000.0,0.0,2015-03-01,Non Equity Assistance,,,
69663,"Photography, Internet, Internet > SaaS, Big Data, Image Recognition, Big Data > Machine Learning, Media, Data Science > Computer Vision, Media > Social Network Media, Data Science",2013.0,2.0,Dublin,Ireland,167856.0,92535.0,2014-12-09,Seed fund,,,
69693,"E-Commerce, E-Commerce > Online Shopping > Marketplaces, Consumer Electronics > Tablets, Local Based Services, Mobile > Mobile Commerce, Technology > Artificial Intelligence, Services > Service Providers, Software, Internet > Curated Web",2015.0,11.0,USA,Switzerland,100000.0,100000.0,2015-03-16,Seed fund,,,
69723,"Media > Music, Internet > SaaS, Technology > Artificial Intelligence, Music Services",2014.0,25.0,Los Angeles ,United States,1435000.0,765000.0,2017-05-22,Seed fund,,,
69796,"Big Data > Machine Learning > Natural Language Processing, Education, Technology > Artificial Intelligence",2014.0,2.0,Austin,United States,55500.0,55500.0,2015-05-07,Seed fund,,,
69797,"Mobile, Design > Web Design, Software > Productivity Software, Technology > Artificial Intelligence, Internet > Social Media > Social Media Management, Health > Personal Health > Quantified Self, Marketing",2014.0,2.0,United States,United States,25000.0,25000.0,2014-07-22,Seed fund,,,
69940,"Technology > Artificial Intelligence, Travel > Travel & Tourism, Online Travel",2014.0,2.0,San Francisco,United States,43889.0,43889.0,2014-12-01,Seed fund,,,
